═══════════════════════════════════════════════════
PRIX HT STANDARDS — BOUTIQUE HET
═══════════════════════════════════════════════════

Ce document contient les prix HT (€) par taux de TVA pour TOUS les produits standards.

⚠️ UTILISATION : copier directement le HT correspondant au taux TVA du client.
   NE JAMAIS recalculer un HT depuis le TTC catalogue (risque de double TVA).
   IMPORTANT : pour identifier le bon produit, croiser COULEUR + TAILLE + FINITION.
   Si la combinaison demandée n'apparaît PAS dans cette table → produit sur-mesure obligatoire.

Taux de TVA par pays client :
  0%=LIC/export | 17%=LU | 18%=MT | 19%=DE,RO,CY | 20%=FR,AT,BG | 21%=ES,NL,BE,CZ,LT,LV
  22%=IT,SI,EE | 23%=PT,PL,IE,SK | 24%=GR | 25%=SE,DK,HR | 25,5%=FI | 27%=HU


═══ ACCESSOIRES DIVERS ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
Rectangle                           | 3x7        | 3760388678242  |  519.90 | 519.90 | 444.36 | 440.59 | 436.89 | 433.25 | 429.67 | 426.15 | 422.68 | 419.27 | 415.92 | 414.26 | 409.37
Rectangle                           | 4x5        | 3760388678235  |  499.90 | 499.90 | 427.26 | 423.64 | 420.08 | 416.58 | 413.14 | 409.75 | 406.42 | 403.15 | 399.92 | 398.33 | 393.62
Rectangle                           | 4x6        | 3760388678228  |  599.90 | 599.90 | 512.74 | 508.39 | 504.12 | 499.92 | 495.79 | 491.72 | 487.72 | 483.79 | 479.92 | 478.01 | 472.36

═══ MET STAALKABEL VERSTERKT CAMOUFLAGENET ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Blanc                               | 3x4        | 3760388670123  |  152.90 | 152.90 | 130.68 | 129.58 | 128.49 | 127.42 | 126.36 | 125.33 | 124.31 | 123.31 | 122.32 | 121.83 | 120.39
Blanc                               | 3x5        | 3760388679157  |  189.90 | 189.90 | 162.31 | 160.93 | 159.58 | 158.25 | 156.94 | 155.66 | 154.39 | 153.15 | 151.92 | 151.31 | 149.53
Blanc                               | 3x6        | 3760388679140  |  229.90 | 229.90 | 196.50 | 194.83 | 193.19 | 191.58 | 190.00 | 188.44 | 186.91 | 185.40 | 183.92 | 183.19 | 181.02
Blanc                               | 4x4        | 3760388679133  |  198.90 | 198.90 | 170.00 | 168.56 | 167.14 | 165.75 | 164.38 | 163.03 | 161.71 | 160.40 | 159.12 | 158.49 | 156.61
Blanc                               | 4x5        | 3760388678440  |  249.90 | 249.90 | 213.59 | 211.78 | 210.00 | 208.25 | 206.53 | 204.84 | 203.17 | 201.53 | 199.92 | 199.12 | 196.77
Blanc                               | 4x6        | 3760388679126  |  299.90 | 299.90 | 256.32 | 254.15 | 252.02 | 249.92 | 247.85 | 245.82 | 243.82 | 241.85 | 239.92 | 238.96 | 236.14
Sable                               | 3x4        | 3760388670130  |  152.90 | 152.90 | 130.68 | 129.58 | 128.49 | 127.42 | 126.36 | 125.33 | 124.31 | 123.31 | 122.32 | 121.83 | 120.39
Sable                               | 3x5        | 3760388679119  |  189.90 | 189.90 | 162.31 | 160.93 | 159.58 | 158.25 | 156.94 | 155.66 | 154.39 | 153.15 | 151.92 | 151.31 | 149.53
Sable                               | 3x6        | 3760388679102  |  229.90 | 229.90 | 196.50 | 194.83 | 193.19 | 191.58 | 190.00 | 188.44 | 186.91 | 185.40 | 183.92 | 183.19 | 181.02
Sable                               | 4x4        | 3760388679096  |  198.90 | 198.90 | 170.00 | 168.56 | 167.14 | 165.75 | 164.38 | 163.03 | 161.71 | 160.40 | 159.12 | 158.49 | 156.61
Sable                               | 4x5        | 3760388678433  |  249.90 | 249.90 | 213.59 | 211.78 | 210.00 | 208.25 | 206.53 | 204.84 | 203.17 | 201.53 | 199.92 | 199.12 | 196.77
Sable                               | 4x6        | 3760388679195  |  299.90 | 299.90 | 256.32 | 254.15 | 252.02 | 249.92 | 247.85 | 245.82 | 243.82 | 241.85 | 239.92 | 238.96 | 236.14
Militaire                           | 3x4        | 3760388670109  |  152.90 | 152.90 | 130.68 | 129.58 | 128.49 | 127.42 | 126.36 | 125.33 | 124.31 | 123.31 | 122.32 | 121.83 | 120.39
Noir                                | 3x4        | 3760388670116  |  152.90 | 152.90 | 130.68 | 129.58 | 128.49 | 127.42 | 126.36 | 125.33 | 124.31 | 123.31 | 122.32 | 121.83 | 120.39

═══ STAALKABEL VOOR CAMOUFLAGE / SCHADUWDOEK ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
7.5m                                | 7.5m       | 3760388679188  |   14.90 |  14.90 |  12.74 |  12.63 |  12.52 |  12.42 |  12.31 |  12.21 |  12.11 |  12.02 |  11.92 |  11.87 |  11.73
15m                                 | 15m        | 3760388679171  |   22.90 |  22.90 |  19.57 |  19.41 |  19.24 |  19.08 |  18.93 |  18.77 |  18.62 |  18.47 |  18.32 |  18.25 |  18.03
30m                                 | 30m        | 3760388679164  |   39.99 |  39.99 |  34.18 |  33.89 |  33.61 |  33.33 |  33.05 |  32.78 |  32.51 |  32.25 |  31.99 |  31.86 |  31.49

═══ GEVLOCHTEN POLYESTER BEVESTIGINGSKOORD ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Sable                               | Sable      | 3760388670093  |    6.90 |   6.90 |   5.90 |   5.85 |   5.80 |   5.75 |   5.70 |   5.66 |   5.61 |   5.56 |   5.52 |   5.50 |   5.43
Sable                               | Sable      | 3760388670055  |    9.90 |   9.90 |   8.46 |   8.39 |   8.32 |   8.25 |   8.18 |   8.11 |   8.05 |   7.98 |   7.92 |   7.89 |   7.80
Sable                               | Sable      | 3760388670017  |   14.90 |  14.90 |  12.74 |  12.63 |  12.52 |  12.42 |  12.31 |  12.21 |  12.11 |  12.02 |  11.92 |  11.87 |  11.73
Blanc                               | Blanc      | 3760388670086  |    6.90 |   6.90 |   5.90 |   5.85 |   5.80 |   5.75 |   5.70 |   5.66 |   5.61 |   5.56 |   5.52 |   5.50 |   5.43
Blanc                               | Blanc      | 3760388670048  |    9.90 |   9.90 |   8.46 |   8.39 |   8.32 |   8.25 |   8.18 |   8.11 |   8.05 |   7.98 |   7.92 |   7.89 |   7.80
Blanc                               | Blanc      | 3760388670000  |   14.90 |  14.90 |  12.74 |  12.63 |  12.52 |  12.42 |  12.31 |  12.21 |  12.11 |  12.02 |  11.92 |  11.87 |  11.73
Gris                                | Gris       | 3760388677962  |    6.90 |   6.90 |   5.90 |   5.85 |   5.80 |   5.75 |   5.70 |   5.66 |   5.61 |   5.56 |   5.52 |   5.50 |   5.43
Gris                                | Gris       | 3760388677931  |    9.90 |   9.90 |   8.46 |   8.39 |   8.32 |   8.25 |   8.18 |   8.11 |   8.05 |   7.98 |   7.92 |   7.89 |   7.80
Gris                                | Gris       | 3760388677955  |   14.90 |  14.90 |  12.74 |  12.63 |  12.52 |  12.42 |  12.31 |  12.21 |  12.11 |  12.02 |  11.92 |  11.87 |  11.73
Vert                                | Vert       | 3760388670062  |    6.90 |   6.90 |   5.90 |   5.85 |   5.80 |   5.75 |   5.70 |   5.66 |   5.61 |   5.56 |   5.52 |   5.50 |   5.43
Vert                                | Vert       | 3760388670024  |    9.90 |   9.90 |   8.46 |   8.39 |   8.32 |   8.25 |   8.18 |   8.11 |   8.05 |   7.98 |   7.92 |   7.89 |   7.80
Vert                                | Vert       | 3770030527989  |   14.90 |  14.90 |  12.74 |  12.63 |  12.52 |  12.42 |  12.31 |  12.21 |  12.11 |  12.02 |  11.92 |  11.87 |  11.73
Noir                                | Noir       | 3760388670079  |    6.90 |   6.90 |   5.90 |   5.85 |   5.80 |   5.75 |   5.70 |   5.66 |   5.61 |   5.56 |   5.52 |   5.50 |   5.43
Noir                                | Noir       | 3760388670031  |    9.90 |   9.90 |   8.46 |   8.39 |   8.32 |   8.25 |   8.18 |   8.11 |   8.05 |   7.98 |   7.92 |   7.89 |   7.80
Noir                                | Noir       | 3770030527996  |   14.90 |  14.90 |  12.74 |  12.63 |  12.52 |  12.42 |  12.31 |  12.21 |  12.11 |  12.02 |  11.92 |  11.87 |  11.73
Bleu                                | Bleu       | 3760388677948  |    6.90 |   6.90 |   5.90 |   5.85 |   5.80 |   5.75 |   5.70 |   5.66 |   5.61 |   5.56 |   5.52 |   5.50 |   5.43
Bleu                                | Bleu       | 3760388677917  |    9.90 |   9.90 |   8.46 |   8.39 |   8.32 |   8.25 |   8.18 |   8.11 |   8.05 |   7.98 |   7.92 |   7.89 |   7.80
Bleu                                | Bleu       | 3760388677924  |   14.90 |  14.90 |  12.74 |  12.63 |  12.52 |  12.42 |  12.31 |  12.21 |  12.11 |  12.02 |  11.92 |  11.87 |  11.73


═══ PRIX HT ACCESSOIRES (par taux de TVA) ═══

Chercher la ligne accessoire + la colonne TVA. NE PAS calculer.

TVA par pays : 0%=LIC/export | 17%=LU | 18%=MT | 19%=DE,RO,CY | 20%=FR,AT,BG | 21%=ES,NL,BE,CZ,LT,LV | 22%=IT,SI,EE | 23%=PT,PL,IE,SK | 24%=GR | 25%=SE,DK,HR | 25,5%=FI | 27%=HU

Accessoire                      | TTC    | 0%     | 17%    | 18%    | 19%    | 20%    | 21%    | 22%    | 23%    | 24%    | 25%    | 25,5%  | 27%
Mât télescopique                | 199,90 | 199,90 | 170,85 | 169,41 | 167,98 | 166,58 | 165,21 | 163,85 | 162,52 | 161,21 | 159,92 | 159,28 | 157,40
Base ancrage                    | 39,90  | 39,90  | 34,10  | 33,81  | 33,53  | 33,25  | 32,98  | 32,70  | 32,44  | 32,18  | 31,92  | 31,79  | 31,42
Cordes à cliquets (lot de 4)    | 19,90  | 19,90  | 17,01  | 16,86  | 16,72  | 16,58  | 16,45  | 16,31  | 16,18  | 16,05  | 15,92  | 15,86  | 15,67
Kit de fixation                 | 29,90  | 29,90  | 25,56  | 25,34  | 25,13  | 24,92  | 24,71  | 24,51  | 24,31  | 24,11  | 23,92  | 23,82  | 23,54
Corde fixation polyester 7,5m   | 6,90   | 6,90   | 5,90   | 5,85   | 5,80   | 5,75   | 5,70   | 5,66   | 5,61   | 5,56   | 5,52   | 5,50   | 5,43
Corde fixation polyester 15m    | 9,90   | 9,90   | 8,46   | 8,39   | 8,32   | 8,25   | 8,18   | 8,11   | 8,05   | 7,98   | 7,92   | 7,89   | 7,80
Corde fixation polyester 30m    | 14,90  | 14,90  | 12,74  | 12,63  | 12,52  | 12,42  | 12,31  | 12,21  | 12,11  | 12,02  | 11,92  | 11,87  | 11,73
Collier de serrage (lot de 100) | 6,90   | 6,90   | 5,90   | 5,85   | 5,80   | 5,75   | 5,70   | 5,66   | 5,61   | 5,56   | 5,52   | 5,50   | 5,43
Câble acier 7,5m                | 14,90  | 14,90  | 12,74  | 12,63  | 12,52  | 12,42  | 12,31  | 12,21  | 12,11  | 12,02  | 11,92  | 11,87  | 11,73
Câble acier 15m                 | 22,90  | 22,90  | 19,57  | 19,41  | 19,24  | 19,08  | 18,93  | 18,77  | 18,62  | 18,47  | 18,32  | 18,25  | 18,03
Câble acier 30m                 | 39,99  | 39,99  | 34,18  | 33,89  | 33,61  | 33,33  | 33,05  | 32,78  | 32,51  | 32,25  | 31,99  | 31,86  | 31,49

TRANSPORT / LIVRAISON : la livraison est INCLUSE dans le prix sur mesure.
NE JAMAIS ajouter de ligne "Transport HT", "Frais de livraison" ni équivalent dans le mail ni dans le devis. NE PAS mentionner de prix de transport. Si le client demande explicitement les frais de port : répondre que la livraison est offerte / incluse.
